CCN,Provider_Name,State,num_certified_beds,avg_residents_per_day,occupancy_pct,own_for_profit_llc,own_for_profit_corp,own_for_profit_indiv,own_for_profit_partner,own_non_profit_corp,own_non_profit_other,own_non_profit_church,own_govt,is_medicare_and_medicaid,resides_in_hospital,in_chain,n_facilities_in_chain,is_ccrc,rating_overall,rating_health,rating_staffing,rating_qm,rating_qm_long,rating_qm_short,staff_total_hours,staff_rn_hours,staff_lpn_hours,staff_aide_hours,nursing_casemix_index,cycle1_deficiencies,cycle1_health_score,cycle1_total_score,total_weighted_health,infection_citations,health_inspection_overdue,ownership_changed_12m,sprinklers_full,flagged
105859,SOLARIS HEALTHCARE CHARLOTTE HARBOR,FL,180.0,173.6,0.9644444444444444,0,0,0,0,1,0,0,0,1,0,1,22.0,0,4.0,3.0,3.0,5.0,5.0,5.0,3.65782,0.55026,0.90175,2.20582,1.37441,6.0,36.0,36.0,31.0,1.0,1,0,0,0
105860,CENTURY CENTER FOR REHABILITATION AND HEALING,FL,88.0,81.0,0.9204545454545454,1,0,0,0,0,0,0,0,1,0,1,20.0,0,5.0,5.0,4.0,4.0,5.0,2.0,3.53052,0.70767,0.63617,2.18668,1.26511,1.0,4.0,4.0,6.0,0.0,0,0,0,0
105861,NURSING & REHABILITATION CENTER OF MELBOURNE,FL,167.0,157.3,0.9419161676646707,1,0,0,0,0,0,0,0,1,0,1,21.0,0,2.0,2.0,4.0,4.0,5.0,2.0,3.63432,0.56378,0.80029,2.27025,1.3238,12.0,72.0,72.0,78.0,0.0,0,0,0,1
105864,PAGE REHABILITATION AND HEALTHCARE CENTER,FL,180.0,158.1,0.8783333333333333,1,0,0,0,0,0,0,0,1,0,1,18.0,0,2.0,1.0,5.0,4.0,5.0,4.0,4.22888,0.79061,0.89922,2.53905,1.25807,7.0,56.0,56.0,111.0,0.0,0,0,0,0
105866,PLAZA WEST,FL,113.0,90.6,0.8017699115044248,1,0,0,0,0,0,0,0,1,0,1,16.0,1,3.0,2.0,5.0,4.0,3.0,5.0,5.11454,0.97891,1.07934,3.05629,1.37799,10.0,60.0,60.0,50.0,0.0,0,0,0,0
105868,METRO WEST NURSING AND REHAB CENTER,FL,120.0,106.8,0.89,1,0,0,0,0,0,0,0,1,0,1,43.0,0,4.0,3.0,3.0,5.0,5.0,3.0,3.72769,0.71782,0.74657,2.26331,1.38377,6.0,32.0,32.0,38.0,0.0,0,0,0,0
105870,LIFE CARE CENTER OF CITRUS COUNTY,FL,120.0,112.5,0.9375,1,0,0,0,0,0,0,0,1,0,1,194.0,0,5.0,4.0,3.0,5.0,5.0,4.0,3.73287,0.32028,1.19384,2.21875,1.27856,5.0,20.0,20.0,18.0,0.0,0,0,0,0
105872,TUSKAWILLA NURSING AND REHAB CENTER,FL,98.0,90.4,0.9224489795918368,1,0,0,0,0,0,0,0,1,0,1,43.0,0,5.0,4.0,4.0,5.0,5.0,4.0,3.76634,0.7363,0.86816,2.16188,1.37644,1.0,4.0,4.0,12.0,0.0,0,0,0,0
105875,COLONIAL SKILLED NURSING FACILITY LLC,FL,30.0,28.0,0.9333333333333333,0,1,0,0,0,0,0,0,1,0,0,0.0,0,4.0,3.0,3.0,5.0,5.0,3.0,3.65696,0.501,0.88712,2.26884,1.24817,10.0,48.0,48.0,45.0,0.0,0,0,0,0
105878,PINELLAS POINT NURSING AND REHAB CENTER,FL,60.0,53.8,0.8966666666666666,0,1,0,0,0,0,0,0,1,0,1,43.0,0,2.0,1.0,3.0,5.0,5.0,5.0,3.64148,0.44513,0.91975,2.2766,1.15726,7.0,44.0,44.0,103.25,0.0,0,0,0,1
105879,WESTMINSTER WINTER PARK,FL,80.0,72.8,0.9099999999999999,0,0,0,0,0,0,1,0,1,0,1,8.0,1,4.0,2.0,5.0,5.0,5.0,3.0,4.02238,1.05267,0.4449,2.52481,1.32362,4.0,16.0,16.0,73.5,0.0,0,0,0,0
105881,HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF,FL,132.0,121.2,0.9181818181818182,1,0,0,0,0,0,0,0,1,0,1,20.0,0,4.0,3.0,4.0,5.0,5.0,4.0,3.66819,0.94496,0.4815,2.24173,1.59047,6.0,28.0,28.0,31.0,0.0,1,0,0,0
105882,WINKLER COURT,FL,120.0,116.4,0.9700000000000001,0,0,0,0,1,0,0,0,1,0,1,18.0,0,2.0,1.0,4.0,5.0,5.0,4.0,3.24517,0.64161,0.5733,2.03025,1.22991,13.0,76.0,76.0,186.0,0.0,0,0,0,0
105884,EXCEL CARE CENTER,FL,120.0,112.4,0.9366666666666668,1,0,0,0,0,0,0,0,1,0,1,10.0,0,4.0,3.0,2.0,5.0,5.0,5.0,3.33989,0.38439,0.89355,2.06195,1.38983,6.0,32.0,32.0,28.0,0.0,1,0,0,0
105885,VIERA HEALTHCARE AND REHABILITATION CENTER,FL,114.0,110.9,0.9728070175438597,0,0,1,0,0,0,0,0,1,0,1,36.0,0,3.0,2.0,3.0,5.0,5.0,3.0,3.78556,0.43785,1.00164,2.34607,1.52446,7.0,40.0,40.0,73.5,0.0,0,0,0,0
105886,ANSLEY COVE HEALTHCARE AND REHABILITATION,FL,39.0,28.0,0.717948717948718,0,0,1,0,0,0,0,0,1,0,0,0.0,0,2.0,1.0,4.0,5.0,4.0,5.0,4.42218,0.77654,0.87116,2.77449,1.33663,17.0,349.0,349.0,292.75,0.0,0,0,0,1
105888,AVIATA AT ST CLOUD,FL,120.0,108.7,0.9058333333333334,1,0,0,0,0,0,0,0,1,0,1,51.0,0,3.0,2.0,3.0,5.0,5.0,3.0,3.54506,0.53547,0.83884,2.17075,1.24762,3.0,20.0,20.0,62.0,0.0,0,0,0,1
105891,YBOR CITY CENTER FOR REHABILITATION AND HEALING,FL,80.0,64.0,0.8,1,0,0,0,0,0,0,0,1,0,1,20.0,0,3.0,2.0,2.0,5.0,5.0,4.0,3.81275,0.38969,1.14891,2.27415,1.49793,13.0,72.0,72.0,62.0,0.0,1,0,0,0
105892,LAKE PARK OF MADISON NURSING AND REHABILITATION CE,FL,120.0,85.7,0.7141666666666667,1,0,0,0,0,0,0,0,1,0,1,7.0,0,5.0,5.0,5.0,4.0,5.0,2.0,4.11281,0.4455,1.06969,2.59762,1.1169,0.0,0.0,0.0,1.0,0.0,0,0,0,0
105895,AVIATA AT SEMINOLE,FL,120.0,109.0,0.9083333333333333,1,0,0,0,0,0,0,0,1,0,1,51.0,0,1.0,1.0,1.0,4.0,5.0,3.0,3.2774,0.45634,0.81518,2.00588,1.23973,25.0,152.0,152.0,136.5,0.0,0,0,0,1
105901,WESTMINSTER WOODS ON JULINGTON CREEK,FL,60.0,55.0,0.9166666666666666,0,0,0,0,1,0,0,0,1,0,1,8.0,1,5.0,5.0,4.0,5.0,5.0,5.0,3.97703,0.83231,0.81438,2.33035,1.33968,0.0,0.0,0.0,0.0,0.0,0,0,0,0
105903,AZURE SHORES REHAB,FL,120.0,113.9,0.9491666666666667,1,0,0,0,0,0,0,0,1,0,1,33.0,0,2.0,2.0,3.0,4.0,5.0,2.0,3.51801,0.75349,0.58473,2.17979,1.42263,15.0,88.0,88.0,81.0,0.0,0,0,0,0
105904,ATLANTIC SHORES NURSING AND REHAB CENTER,FL,120.0,113.9,0.9491666666666667,0,1,0,0,0,0,0,0,1,0,1,43.0,0,5.0,4.0,3.0,5.0,5.0,4.0,3.62104,0.46302,1.04993,2.10809,1.30567,1.0,4.0,4.0,14.0,0.0,0,0,0,0
105910,CORAL REEF SUBACUTE CARE CENTER LLC,FL,180.0,162.7,0.9038888888888889,1,0,0,0,0,0,0,0,1,0,1,34.0,0,3.0,2.0,4.0,5.0,5.0,4.0,3.71176,1.25676,0.13278,2.32222,1.56835,6.0,28.0,28.0,56.75,0.0,0,0,0,0
105911,WESTGATE HEALTH AND REHABILITATION CENTER,FL,120.0,114.0,0.95,1,0,0,0,0,0,0,0,1,0,0,0.0,0,3.0,3.0,2.0,4.0,5.0,3.0,3.28595,0.52455,0.71951,2.04189,1.30596,8.0,28.0,28.0,31.0,0.0,0,0,0,0
105915,SOLARIS HEALTHCARE DAYTONA,FL,73.0,70.1,0.9602739726027396,0,0,0,0,1,0,0,0,1,0,1,22.0,0,5.0,5.0,4.0,5.0,5.0,5.0,3.9193,0.73078,0.89927,2.28925,1.48071,2.0,8.0,8.0,7.0,0.0,0,0,0,0
105917,AVIATA AT JACKSONVILLE,FL,116.0,109.6,0.9448275862068966,0,1,0,0,0,0,0,0,1,0,1,51.0,0,3.0,3.0,3.0,4.0,5.0,1.0,3.43833,0.611,0.71027,2.11707,1.21616,6.0,36.0,36.0,35.0,0.0,0,0,0,0
105921,GARDENS COURT,FL,120.0,108.0,0.9,0,1,0,0,0,0,0,0,1,0,1,194.0,0,5.0,4.0,5.0,5.0,5.0,4.0,3.84105,1.30131,0.29118,2.24855,1.26424,2.0,8.0,8.0,9.0,0.0,0,0,0,0
105924,BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,FL,96.0,87.8,0.9145833333333333,1,0,0,0,0,0,0,0,1,0,0,0.0,0,5.0,4.0,5.0,3.0,1.0,5.0,4.41833,0.53356,0.96514,2.91963,1.17775,5.0,20.0,20.0,15.0,0.0,0,0,0,0
105926,WESTMINSTER SUNCOAST,FL,120.0,103.7,0.8641666666666666,0,0,0,0,1,0,0,0,1,0,1,8.0,1,2.0,2.0,4.0,4.0,5.0,3.0,3.84564,0.85511,0.63846,2.35207,1.29864,11.0,48.0,48.0,44.0,0.0,0,0,0,1
105927,FOUNTAINS REHABILITATION AT MILL COVE,FL,84.0,77.8,0.9261904761904761,0,1,0,0,0,0,0,0,1,0,0,0.0,1,4.0,4.0,3.0,4.0,5.0,3.0,3.84648,0.57523,0.96164,2.30961,1.37669,2.0,8.0,8.0,11.0,0.0,0,0,0,0
105928,LIFE CARE CENTER OF ORANGE PARK,FL,180.0,172.7,0.9594444444444444,0,1,0,0,0,0,0,0,1,0,1,194.0,0,5.0,4.0,3.0,5.0,5.0,5.0,3.78544,0.42773,1.04805,2.30966,1.39182,3.0,12.0,12.0,10.0,0.0,0,0,0,0
105930,VILLA HEALTHCARE & REHABILITATION CENTER,FL,120.0,106.1,0.8841666666666667,0,0,1,0,0,0,0,0,1,0,1,36.0,0,5.0,4.0,3.0,5.0,5.0,4.0,3.46338,0.55527,0.75247,2.15564,1.35112,2.0,8.0,8.0,13.0,0.0,0,0,0,0
105935,PENSACOLA NURSING & REHABILITATION CENTER,FL,120.0,95.7,0.7975,0,0,1,0,0,0,0,0,1,0,1,30.0,0,1.0,1.0,3.0,2.0,3.0,1.0,3.44836,0.79554,0.51669,2.13612,1.15648,7.0,36.0,36.0,204.0,0.0,0,0,0,0
105937,BLUE PALMS HEALTH AND REHABILITATION CENTER OF DEL,FL,60.0,56.6,0.9433333333333334,1,0,0,0,0,0,0,0,1,0,0,0.0,0,5.0,4.0,3.0,5.0,5.0,5.0,3.6072,0.72396,0.75327,2.12997,1.32652,4.0,20.0,20.0,20.0,0.0,0,0,0,0
105939,PALMETTO SUBACUTE CARE CENTER,FL,95.0,89.5,0.9421052631578948,0,1,0,0,0,0,0,0,1,0,1,34.0,0,5.0,4.0,4.0,5.0,5.0,4.0,3.8921,1.37898,0.2154,2.29772,1.56219,5.0,20.0,20.0,20.0,0.0,0,0,0,0
105949,FLORIDA PRESBYTERIAN HOMES INC,FL,68.0,63.0,0.9264705882352942,0,0,0,0,0,0,1,0,1,0,1,8.0,1,5.0,3.0,5.0,5.0,5.0,5.0,3.75522,1.04091,0.54082,2.17349,1.21635,8.0,44.0,44.0,43.0,0.0,1,0,0,0
105951,AVIATA AT OAKFIELD,FL,120.0,114.1,0.9508333333333333,1,0,0,0,0,0,0,0,1,0,1,51.0,0,2.0,1.0,2.0,5.0,5.0,4.0,3.23331,0.54494,0.66891,2.01946,1.32268,14.0,64.0,64.0,100.5,0.0,1,0,0,1
105952,AVIATA AT GRAND OAKS,FL,120.0,113.9,0.9491666666666667,0,1,0,0,0,0,0,0,1,0,1,51.0,0,3.0,2.0,2.0,5.0,5.0,5.0,3.53724,0.3218,1.14501,2.07042,1.37421,2.0,24.0,24.0,55.25,0.0,0,0,0,0
105955,ADVINIA CARE AT VENICE,FL,45.0,40.0,0.8888888888888888,0,1,0,0,0,0,0,0,1,0,1,10.0,0,1.0,1.0,1.0,3.0,2.0,4.0,3.62978,0.40581,1.06688,2.15708,1.35566,8.0,52.0,52.0,176.25,0.0,0,0,0,1
105959,ADDINGTON PLACE AT COLLEGE HARBOR,FL,52.0,37.6,0.7230769230769231,1,0,0,0,0,0,0,0,1,0,1,5.0,1,5.0,4.0,3.0,5.0,5.0,5.0,4.04181,1.02375,0.57478,2.44328,1.36259,3.0,12.0,12.0,12.0,0.0,0,0,0,0
105960,SOLARIS HEALTHCARE WINDERMERE,FL,120.0,116.2,0.9683333333333334,0,0,0,0,0,1,0,0,1,0,1,22.0,0,5.0,5.0,4.0,5.0,5.0,5.0,3.65047,0.62667,0.76464,2.25916,1.30423,1.0,4.0,4.0,6.0,0.0,0,0,0,0
105961,SHANDS JACKSONVILLE MEDICAL CENTER,FL,56.0,57.0,1.0178571428571428,0,0,0,0,1,0,0,0,1,1,0,0.0,0,4.0,5.0,1.0,4.0,3.0,5.0,1.93747,0.97762,0.17173,0.78812,1.58945,0.0,0.0,0.0,0.0,0.0,0,0,0,0
105962,LIFE CARE CENTER AT WELLS CROSSING,FL,120.0,113.3,0.9441666666666666,0,1,0,0,0,0,0,0,1,0,1,194.0,0,5.0,4.0,3.0,5.0,5.0,5.0,3.57104,0.45033,0.9465,2.17422,1.27703,3.0,16.0,16.0,21.0,0.0,0,0,0,0
105963,LAFAYETTE NURSING AND REHABILITATION CENTER,FL,60.0,47.2,0.7866666666666667,1,0,0,0,0,0,0,0,1,0,1,7.0,0,5.0,4.0,4.0,5.0,5.0,5.0,4.32163,0.58746,1.14596,2.58821,1.19769,6.0,20.0,20.0,20.0,0.0,0,0,0,0
105965,CAPRI HEALTH AND REHABILITATION CENTER,FL,129.0,100.0,0.7751937984496124,0,1,0,0,0,0,0,0,1,0,0,0.0,0,2.0,1.0,1.0,5.0,5.0,3.0,3.69241,0.57797,0.8502,2.23171,1.344855,3.0,16.0,16.0,269.25,0.0,0,0,0,0
105966,LARSEN HEALTH CENTER,FL,180.0,138.6,0.77,0,0,0,0,1,0,0,0,1,0,1,2.0,1,4.0,3.0,5.0,2.0,2.0,1.0,5.87634,1.49987,0.53989,3.83658,1.26847,3.0,12.0,12.0,28.0,0.0,0,0,0,0
105967,LAKE BENNET CENTER FOR REHABILITATION & HEALING,FL,120.0,112.2,0.935,1,0,0,0,0,0,0,0,1,0,1,20.0,0,2.0,1.0,3.0,5.0,5.0,5.0,3.56145,0.42896,0.98266,2.14984,1.31105,5.0,166.0,166.0,129.5,0.0,0,0,0,1
105968,VI AT LAKESIDE VILLAGE,FL,60.0,50.5,0.8416666666666667,0,0,0,1,0,0,0,0,1,0,1,10.0,1,5.0,4.0,5.0,4.0,3.0,5.0,5.34422,1.52499,0.74078,3.07845,1.42337,3.0,28.0,28.0,23.0,0.0,0,0,0,0
105970,MARIANNA NURSING AND CARE CENTER,FL,120.0,101.9,0.8491666666666667,0,0,1,0,0,0,0,0,1,0,1,52.0,0,4.0,4.0,2.0,3.0,4.0,2.0,3.71921,0.42556,1.0149,2.27874,1.24064,3.0,16.0,16.0,14.0,0.0,0,0,0,0
105974,LIFE CARE CENTER OF ORLANDO,FL,132.0,37.7,0.28560606060606064,0,1,0,0,0,0,0,0,1,0,1,194.0,0,4.0,4.0,4.0,4.0,4.0,3.0,5.35918,0.60317,1.61264,3.14337,1.46474,2.0,12.0,12.0,17.0,0.0,0,0,0,0
105975,COMMUNITY HEALTH AND REHABILITATION CENTER,FL,120.0,97.4,0.8116666666666668,1,0,0,0,0,0,0,0,1,0,0,0.0,0,4.0,4.0,3.0,3.0,4.0,1.0,4.03232,0.33304,1.27208,2.4272,1.22557,4.0,16.0,16.0,19.0,0.0,0,0,0,0
105978,GULF SHORE CARE CENTER,FL,120.0,112.6,0.9383333333333332,1,0,0,0,0,0,0,0,1,0,1,10.0,0,4.0,3.0,2.0,5.0,5.0,3.0,3.38168,0.52823,0.73303,2.12042,1.54225,5.0,32.0,32.0,33.0,0.0,1,0,0,0
105979,SOLARIS HEALTHCARE COCONUT CREEK,FL,120.0,115.4,0.9616666666666667,0,0,1,0,0,0,0,0,1,0,1,22.0,0,4.0,4.0,4.0,4.0,5.0,3.0,3.67966,0.8315,0.65651,2.19164,1.38019,5.0,20.0,20.0,19.0,0.0,0,0,0,0
105980,LAKESIDE CENTER FOR REHABILITATION AND HEALING,FL,122.0,110.8,0.9081967213114754,1,0,0,0,0,0,0,0,1,0,1,20.0,0,5.0,4.0,2.0,5.0,5.0,4.0,3.58624,0.54789,0.8348,2.20355,1.38461,3.0,16.0,16.0,12.0,0.0,0,0,0,0
105982,SUN HARBOR HEALTHCARE,FL,120.0,111.4,0.9283333333333333,0,0,1,0,0,0,0,0,1,0,1,33.0,0,4.0,3.0,2.0,5.0,5.0,3.0,3.3515,0.55837,0.75711,2.03602,1.44752,6.0,36.0,36.0,29.0,0.0,0,0,0,0
105983,HARBORVIEW SARASOTA,FL,81.0,74.8,0.9234567901234567,1,0,0,0,0,0,0,0,1,0,1,21.0,0,2.0,2.0,3.0,3.0,4.0,2.0,3.59165,0.64901,0.9137,2.02894,1.27554,9.0,60.0,60.0,57.0,0.0,1,0,0,1
105985,AVIATA AT PALM BAY,FL,120.0,112.1,0.9341666666666666,1,0,0,0,0,0,0,0,1,0,1,51.0,0,3.0,3.0,3.0,3.0,4.0,2.0,3.50137,0.76507,0.60618,2.13012,1.32714,2.0,8.0,8.0,43.0,0.0,0,0,0,1
105986,SOLARIS HEALTHCARE ZEPHYRHILLS,FL,113.0,107.7,0.9530973451327434,1,0,0,0,0,0,0,0,1,0,1,22.0,0,5.0,4.0,3.0,5.0,5.0,5.0,3.57555,0.67194,0.7247,2.1789,1.3828,3.0,12.0,12.0,23.0,0.0,0,0,0,0
105987,HUNTERS CREEK NURSING AND REHAB CENTER,FL,116.0,109.2,0.9413793103448276,1,0,0,0,0,0,0,0,1,0,1,43.0,0,4.0,3.0,3.0,5.0,5.0,4.0,4.19027,0.78692,0.87608,2.52727,1.50896,4.0,32.0,32.0,44.0,0.0,0,0,0,0
105995,ADVINIACARE AT NAPLES,FL,40.0,38.1,0.9525,0,1,0,0,0,0,0,0,1,0,1,10.0,0,1.0,1.0,4.0,3.0,2.0,3.0,3.65864,0.73974,0.72427,2.19463,1.28478,9.0,381.0,381.0,302.75,0.0,1,0,0,1
105996,AVIATA AT SPRING HILL,FL,120.0,114.2,0.9516666666666667,1,0,0,0,0,0,0,0,1,0,1,51.0,0,3.0,3.0,2.0,4.0,5.0,3.0,3.31082,0.38745,0.88753,2.03584,1.4193,9.0,36.0,36.0,39.0,0.0,0,0,0,0
105998,VIVO HEALTHCARE WINTER HAVEN,FL,120.0,105.4,0.8783333333333334,0,0,1,0,0,0,0,0,1,0,1,12.0,0,1.0,1.0,1.0,3.0,5.0,2.0,3.56954,0.40029,0.97931,2.18994,1.35165,25.0,180.0,270.0,218.5,0.0,0,0,0,0
105999,LIFE CARE CENTER OF OCALA,FL,120.0,112.9,0.9408333333333334,0,0,1,0,0,0,0,0,1,0,1,194.0,0,5.0,4.0,4.0,5.0,5.0,5.0,3.93295,0.68187,0.94579,2.30529,1.36327,6.0,24.0,24.0,23.0,0.0,0,0,0,0
106000,ASPIRE AT EVANS,FL,120.0,103.3,0.8608333333333333,0,1,0,0,0,0,0,0,1,0,1,51.0,0,1.0,1.0,2.0,3.0,5.0,2.0,3.3737,0.34659,0.94591,2.0812,1.2023,20.0,164.0,164.0,139.0,0.0,0,0,0,1
106002,WEDGEWOOD HEALTHCARE AND REHABILITATION CENTER,FL,120.0,116.0,0.9666666666666667,0,1,0,0,0,0,0,0,1,0,1,8.0,0,4.0,3.0,2.0,5.0,5.0,2.0,3.29192,0.34067,0.82081,2.13044,1.42699,6.0,32.0,32.0,43.5,0.0,0,0,0,0
106003,Lady Lake Specialty Care Center and Rehab,FL,145.0,137.3,0.946896551724138,1,0,0,0,0,0,0,0,1,0,1,36.0,0,1.0,1.0,2.0,4.0,5.0,2.0,3.57447,0.49399,0.84537,2.23512,1.44091,7.0,145.0,218.0,176.5,0.0,0,0,0,0
106005,WEST DELRAY NURSING & REHAB CENTER,FL,120.0,107.7,0.8975000000000001,0,1,0,0,0,0,0,0,1,0,1,33.0,0,1.0,1.0,3.0,3.0,5.0,2.0,3.51009,0.89975,0.48023,2.13011,1.37541,19.0,76.0,114.0,104.5,0.0,0,0,0,0
106006,BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,FL,120.0,113.1,0.9425,0,0,0,0,0,0,0,1,1,0,1,8.0,0,5.0,5.0,4.0,3.0,3.0,3.0,4.84165,0.75492,0.91817,3.16856,1.29459,0.0,0.0,0.0,2.0,0.0,1,0,0,0
106007,FLORIDEAN HEALTH & REHABILITATION CENTER,FL,90.0,82.8,0.9199999999999999,1,0,0,0,0,0,0,0,1,0,1,17.0,0,5.0,4.0,4.0,5.0,5.0,4.0,3.83574,1.33744,0.21479,2.28351,1.4753,4.0,16.0,16.0,13.0,0.0,0,0,0,0
106008,OSPREY POINT NURSING CENTER,FL,60.0,52.8,0.88,1,0,0,0,0,0,0,0,1,0,1,30.0,0,4.0,4.0,1.0,5.0,5.0,4.0,3.69241,0.57797,0.8502,2.23171,1.344855,2.0,8.0,8.0,13.0,0.0,0,0,0,0
106009,CROSS CITY NURSING AND REHABILITATION CENTER,FL,60.0,45.8,0.7633333333333333,0,1,0,0,0,0,0,0,1,0,1,7.0,0,5.0,4.0,4.0,5.0,5.0,5.0,4.24139,0.80467,0.75944,2.67729,1.27265,5.0,24.0,24.0,20.0,0.0,0,0,0,0
106011,KISSIMMEE NURSING & REHABILITATION CENTER,FL,120.0,116.2,0.9683333333333334,1,0,0,0,0,0,0,0,1,0,1,21.0,0,2.0,2.0,4.0,3.0,5.0,1.0,3.54056,0.99516,0.45609,2.08931,1.25803,13.0,52.0,52.0,88.5,0.0,0,0,0,0
106012,LIFE CARE CENTER OF PORT SAINT LUCIE,FL,123.0,110.0,0.8943089430894309,0,1,0,0,0,0,0,0,1,0,1,194.0,0,3.0,2.0,4.0,5.0,5.0,5.0,4.0829,0.63916,1.14431,2.29944,1.3057,15.0,72.0,72.0,64.0,0.0,0,0,0,0
106013,CHATSWORTH AT PGA NATIONAL,FL,62.0,44.7,0.720967741935484,0,1,0,0,0,0,0,0,0,0,1,17.0,1,5.0,5.0,5.0,4.0,4.0,3.0,4.45307,1.46648,0.27681,2.70977,1.3699,1.0,4.0,4.0,6.0,0.0,0,0,0,0
106015,ST. ANDREW POST-ACUTE REHABILITATION CENTER,FL,45.0,34.8,0.7733333333333333,1,0,0,0,0,0,0,0,1,0,1,15.0,0,2.0,2.0,4.0,4.0,5.0,3.0,5.03695,1.00637,1.15696,2.87363,1.44107,7.0,52.0,52.0,52.0,0.0,0,0,0,0
106017,AVIATA AT PALMA SOLA BAY,FL,105.0,98.7,0.9400000000000001,1,0,0,0,0,0,0,0,1,0,1,51.0,0,1.0,1.0,4.0,4.0,4.0,3.0,3.48152,0.72392,0.63003,2.12757,1.21922,4.0,20.0,30.0,114.75,0.0,0,0,0,0
106018,GLADES HEALTH CARE CENTER,FL,120.0,58.5,0.4875,0,0,0,0,1,0,0,0,1,0,0,0.0,0,3.0,3.0,4.0,2.0,3.0,2.0,3.95988,0.81496,0.71652,2.4284,1.18597,7.0,40.0,40.0,31.0,0.0,0,0,0,0
106019,"LODGE AT CYPRESS COVE, THE",FL,64.0,56.1,0.8765625,0,0,0,0,1,0,0,0,0,0,0,0.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.44274,1.40387,0.88316,3.15571,1.26673,0.0,0.0,0.0,7.0,0.0,0,0,0,0
106020,EAGLERIDGE HEALTH AND REHABILITATION CENTER,FL,120.0,112.2,0.935,0,1,0,0,0,0,0,0,1,0,0,0.0,0,4.0,3.0,2.0,5.0,5.0,5.0,3.46782,0.65287,0.61478,2.20016,1.40128,3.0,20.0,20.0,42.0,0.0,0,0,0,0
106021,Ponce Health and Rehabilitation Center,FL,147.0,136.3,0.9272108843537415,1,0,0,0,0,0,0,0,1,0,1,8.0,0,5.0,4.0,4.0,5.0,5.0,3.0,3.81222,1.26284,0.27539,2.27399,1.48947,3.0,12.0,12.0,12.0,0.0,0,0,0,0
106022,BROOKDALE PALMER RANCH SNF,FL,60.0,44.9,0.7483333333333333,1,0,0,0,0,0,0,0,1,0,1,14.0,1,2.0,2.0,4.0,4.0,4.0,4.0,4.58339,1.2302,0.62633,2.72687,1.28859,1.0,8.0,8.0,29.0,0.0,0,0,0,1
106024,SOLARIS HEALTHCARE COLLEGE PARK,FL,108.0,111.0,1.0277777777777777,1,0,0,0,0,0,0,0,1,0,1,22.0,0,3.0,3.0,2.0,4.0,5.0,3.0,3.48525,0.52208,0.9033,2.05986,1.42049,3.0,12.0,12.0,40.0,0.0,0,0,0,0
106025,LIFE CARE CENTER OF SARASOTA,FL,120.0,107.0,0.8916666666666667,0,0,1,0,0,0,0,0,1,0,1,194.0,0,4.0,3.0,3.0,5.0,5.0,5.0,3.71871,0.56836,0.9065,2.24385,1.33998,8.0,36.0,54.0,46.5,0.0,0,0,0,0
106027,AVANTE AT ORLANDO INC,FL,118.0,3.7,0.03135593220338983,0,1,0,0,0,0,0,0,1,0,1,11.0,0,3.0,3.0,3.0,4.0,4.0,3.0,3.69241,0.57797,0.8502,2.23171,1.344855,5.0,48.0,48.0,37.0,0.0,1,0,0,0
106028,AVIATA AT SHOAL CREEK,FL,120.0,107.7,0.8975000000000001,1,0,0,0,0,0,0,0,1,0,1,51.0,0,4.0,4.0,3.0,4.0,4.0,3.0,3.30573,0.84132,0.40932,2.05508,1.31505,2.0,8.0,8.0,10.0,0.0,0,0,0,0
106029,AVIATA AT LAKE MARY,FL,120.0,115.9,0.9658333333333334,1,0,0,0,0,0,0,0,1,0,1,51.0,0,3.0,2.0,3.0,5.0,5.0,5.0,3.40687,0.41008,0.9835,2.01329,1.2622,6.0,44.0,44.0,66.0,0.0,0,0,0,0
106030,WESTMINSTER POINT PLEASANT,FL,120.0,110.5,0.9208333333333333,0,0,0,0,1,0,0,0,1,0,1,8.0,1,4.0,3.0,4.0,5.0,5.0,4.0,3.79861,0.8751,0.57181,2.3517,1.40898,7.0,44.0,44.0,36.0,0.0,0,0,0,0
106031,"VICTORIA NURSING & REHABILITATION CENTER, INC.",FL,264.0,303.3,1.1488636363636364,0,1,0,0,0,0,0,0,1,0,0,0.0,0,5.0,4.0,5.0,5.0,5.0,4.0,4.70563,1.65389,0.12873,2.92301,1.59589,6.0,24.0,24.0,22.0,0.0,0,0,0,0
106032,AVIATA AT SARASOTA,FL,120.0,105.4,0.8783333333333334,1,0,0,0,0,0,0,0,1,0,1,51.0,0,1.0,1.0,3.0,4.0,5.0,2.0,3.50615,0.40188,0.86334,2.24094,1.17349,16.0,92.0,92.0,96.0,0.0,0,0,0,1
106033,VIVO HEALTHCARE  ST PETERSBURG,FL,96.0,83.7,0.8718750000000001,1,0,0,0,0,0,0,0,1,0,1,12.0,0,1.0,1.0,3.0,4.0,5.0,3.0,3.72464,0.83574,0.71331,2.17558,1.1993,23.0,164.0,164.0,144.0,0.0,0,0,0,0
