Provider,inpatient_claim_count,outpatient_claim_count,total_claims,inpatient_ratio,unique_beneficiaries,claim_frequency_per_beneficiary,unique_attending_physicians,unique_operating_physicians,unique_other_physicians,total_inpatient_reimbursed,avg_ip_reimbursed_per_claim,total_outpatient_reimbursed,avg_op_reimbursed_per_claim,total_ip_deductible,total_op_deductible,total_reimbursed,total_deductible_amount,inpatient_reimbursement_share,avg_chronic_conditions,avg_admission_duration,max_admission_duration,diagnosis_code_diversity,procedure_code_diversity,provider_volume_percentile,avg_reimbursed_per_claim,reimbursement_outlier_score,reimbursement_per_beneficiary,PotentialFraud
PRV53312,1.0,64.0,65.0,0.015384615384615385,47.0,1.3829787234042554,9.0,6.0,5.0,5000.0,5000.0,24790.0,387.34375,1068.0,100.0,29790.0,1168.0,0.16784155756965424,6.2109375,1.0,1.0,5.3359375,0.5,0.6831792975970425,458.3076923076923,0.029336597612732235,633.8297872340426,0
PRV53314,4.0,53.0,57.0,0.07017543859649122,26.0,2.1923076923076925,8.0,6.0,5.0,77000.0,19250.0,15490.0,292.2641509433962,4272.0,50.0,92490.0,4322.0,0.8325224348578225,6.429245283018868,9.25,15.0,4.747641509433962,0.375,0.6489833641404806,1622.6315789473683,0.36348292197198206,3557.3076923076924,0
PRV53317,5.0,11.0,16.0,0.3125,15.0,1.0666666666666667,6.0,2.0,3.0,45000.0,9000.0,850.0,77.27272727272727,5340.0,20.0,45850.0,5360.0,0.9814612868047983,4.363636363636363,5.0,9.0,5.763636363636364,0.6,0.34362292051756005,2865.625,0.7202064141320311,3056.6666666666665,0
PRV53319,13.0,101.0,114.0,0.11403508771929824,54.0,2.111111111111111,8.0,5.0,6.0,99000.0,7615.384615384615,31220.0,309.1089108910891,13884.0,180.0,130220.0,14064.0,0.7602518814314237,5.384996191926884,4.076923076923077,9.0,5.118431073876619,0.3076923076923077,0.7977818853974122,1142.280701754386,0.225628256394337,2411.4814814814813,0
PRV53320,3.0,59.0,62.0,0.04838709677419355,36.0,1.7222222222222223,6.0,5.0,4.0,65000.0,21666.666666666668,16340.0,276.9491525423729,3204.0,190.0,81340.0,3394.0,0.7991148266535529,6.025423728813559,1.3333333333333333,2.0,5.751412429378531,0.3333333333333333,0.6706099815157116,1311.9354838709678,0.27431704694885817,2259.4444444444443,0
PRV53329,1.0,10.0,11.0,0.09090909090909091,11.0,1.0,9.0,1.0,7.0,0.0,0.0,2070.0,207.0,1068.0,70.0,2070.0,1138.0,0.0,7.2,1.0,1.0,5.5,0.0,0.27310536044362294,188.1818181818182,-0.048186133810387256,188.1818181818182,0
PRV53336,3.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,34000.0,11333.333333333334,0.0,0.0,2136.0,0.0,34000.0,2136.0,1.0,6.0,5.333333333333333,10.0,4.5,0.8333333333333334,0.0955637707948244,11333.333333333334,3.1503322990312346,11333.333333333334,0
PRV53377,7.0,0.0,7.0,1.0,7.0,1.0,3.0,3.0,4.0,57000.0,8142.857142857143,0.0,0.0,7476.0,0.0,57000.0,7476.0,1.0,5.714285714285714,3.857142857142857,9.0,3.642857142857143,0.42857142857142855,0.19695009242144176,8142.857142857143,2.2347057244703343,8142.857142857143,0
PRV53378,10.0,0.0,10.0,1.0,10.0,1.0,1.0,1.0,0.0,74000.0,7400.0,0.0,0.0,10680.0,0.0,74000.0,10680.0,1.0,6.2,9.4,30.0,4.2,0.4,0.25619223659889095,7400.0,2.0215150593486917,7400.0,0
PRV53379,11.0,0.0,11.0,1.0,10.0,1.1,3.0,3.0,1.0,153000.0,13909.09090909091,0.0,0.0,11748.0,0.0,153000.0,11748.0,1.0,5.545454545454546,6.909090909090909,24.0,4.045454545454546,0.5454545454545454,0.27310536044362294,13909.09090909091,3.889542355834133,15300.0,1
PRV53380,4.0,0.0,4.0,1.0,4.0,1.0,2.0,1.0,0.0,22000.0,5500.0,0.0,0.0,4272.0,0.0,22000.0,4272.0,1.0,6.0,2.75,4.0,4.125,0.125,0.12319778188539741,5500.0,1.4762389350952598,5500.0,0
PRV53381,11.0,22.0,33.0,0.3333333333333333,31.0,1.064516129032258,10.0,3.0,4.0,134000.0,12181.818181818182,4120.0,187.27272727272728,11748.0,70.0,138120.0,11818.0,0.9701708659136983,4.795454545454545,5.909090909090909,18.0,5.204545454545454,0.18181818181818182,0.5170055452865064,4185.454545454545,1.0989809084586748,4455.4838709677415,0
PRV53383,4.0,18.0,22.0,0.18181818181818182,20.0,1.1,10.0,5.0,5.0,43000.0,10750.0,8890.0,493.8888888888889,4272.0,0.0,51890.0,4272.0,0.8286760454808249,5.25,6.25,11.0,5.458333333333333,0.375,0.41534195933456564,2358.6363636363635,0.5747070464073488,2594.5,0
PRV53384,38.0,24.0,62.0,0.6129032258064516,51.0,1.2156862745098038,17.0,4.0,7.0,331000.0,8710.526315789473,4120.0,171.66666666666666,40584.0,10.0,335120.0,40594.0,0.987705896395321,4.753289473684211,5.684210526315789,35.0,5.43969298245614,0.3026315789473684,0.6706099815157116,5405.1612903225805,1.4490214171783653,6570.980392156863,1
PRV53385,106.0,931.0,1037.0,0.10221793635486982,478.0,2.1694560669456067,18.0,16.0,11.0,1055300.0,9955.66037735849,307270.0,330.04296455424276,110004.0,2580.0,1362570.0,112584.0,0.7744923196606412,5.269136452992319,5.547169811320755,35.0,5.4005532699673715,0.4439332833431287,0.9863216266173752,1313.953712632594,0.2748962532420141,2850.5648535564856,1
PRV53387,3.0,46.0,49.0,0.061224489795918366,40.0,1.225,12.0,7.0,7.0,23200.0,7733.333333333333,13120.0,285.2173913043478,3204.0,70.0,36320.0,3274.0,0.6387665198237885,5.19927536231884,5.0,9.0,5.659420289855072,0.16666666666666666,0.611645101663586,741.2244897959183,0.11053016330777062,908.0,0
PRV53388,11.0,111.0,122.0,0.09016393442622951,71.0,1.7183098591549295,13.0,7.0,9.0,97000.0,8818.181818181818,26340.0,237.2972972972973,10680.0,300.0,123340.0,10980.0,0.7864439760012972,4.559377559377559,3.272727272727273,7.0,5.669533169533169,0.3181818181818182,0.8114602587800369,1010.983606557377,0.18794763997604283,1737.1830985915492,0
PRV53389,1.0,12.0,13.0,0.07692307692307693,13.0,1.0,8.0,2.0,6.0,15000.0,15000.0,4070.0,339.1666666666667,1068.0,0.0,19070.0,1068.0,0.7865757734661772,3.875,3.0,3.0,3.833333333333333,0.5416666666666666,0.3012014787430684,1466.923076923077,0.31879653855244877,1466.923076923077,0
PRV53393,2.0,3.0,5.0,0.4,5.0,1.0,3.0,2.0,1.0,9000.0,4500.0,170.0,56.666666666666664,2136.0,0.0,9170.0,2136.0,0.9814612868047983,5.666666666666666,4.0,4.0,5.083333333333333,0.5,0.14972273567467653,1834.0,0.4241430027199539,1834.0,0
PRV53394,47.0,1168.0,1215.0,0.03868312757201646,398.0,3.0527638190954773,19.0,18.0,14.0,443000.0,9425.531914893618,342420.0,293.1678082191781,48060.0,3540.0,785420.0,51600.0,0.5640294364798452,5.457255537744098,6.595744680851064,32.0,5.329814558437773,0.30851063829787234,0.98909426987061,646.4362139917696,0.08332711927874348,1973.4170854271356,0
PRV53396,45.0,54.0,99.0,0.45454545454545453,87.0,1.1379310344827587,29.0,7.0,15.0,439000.0,9755.555555555555,13600.0,251.85185185185185,46992.0,50.0,452600.0,47042.0,0.9699513919575784,5.112962962962962,5.8,30.0,5.412962962962963,0.32222222222222224,0.772365988909427,4571.717171717171,1.209833428349431,5202.298850574713,0
PRV53397,3.0,11.0,14.0,0.21428571428571427,14.0,1.0,9.0,2.0,4.0,116000.0,38666.666666666664,6270.0,570.0,3204.0,0.0,122270.0,3204.0,0.948720045800278,5.287878787878788,13.666666666666666,35.0,4.106060606060606,0.3333333333333333,0.31395563770794827,8733.57142857143,2.404233301446871,8733.57142857143,1
PRV53398,1.0,4.0,5.0,0.2,5.0,1.0,4.0,1.0,2.0,17000.0,17000.0,410.0,102.5,1068.0,0.0,17410.0,1068.0,0.9764503159103963,5.75,10.0,10.0,5.125,1.0,0.14972273567467653,3482.0,0.8970982936513516,3482.0,0
PRV53399,7.0,26.0,33.0,0.21212121212121213,30.0,1.1,21.0,5.0,5.0,67000.0,9571.42857142857,7120.0,273.84615384615387,7476.0,0.0,74120.0,7476.0,0.9039395574743659,5.612637362637363,7.714285714285714,24.0,5.173076923076923,0.5,0.5170055452865064,2246.060606060606,0.5423992186306105,2470.6666666666665,1
PRV53401,130.0,173.0,303.0,0.429042904290429,278.0,1.089928057553957,90.0,29.0,41.0,1101000.0,8469.23076923077,42010.0,242.83236994219652,132432.0,380.0,1143010.0,132812.0,0.9632461658253209,5.059204090706981,5.653846153846154,35.0,5.275500222321032,0.3269230769230769,0.9294824399260628,3772.3102310231025,0.9804136818636652,4111.546762589928,1
PRV53405,21.0,168.0,189.0,0.1111111111111111,167.0,1.1317365269461077,71.0,23.0,45.0,192000.0,9142.857142857143,47010.0,279.82142857142856,22428.0,600.0,239010.0,23028.0,0.8033136688841471,4.821428571428571,6.285714285714286,17.0,5.4523809523809526,0.38095238095238093,0.8760628465804067,1264.6031746031747,0.2607332689754334,1431.197604790419,0
PRV53407,3.0,130.0,133.0,0.022556390977443608,42.0,3.1666666666666665,7.0,6.0,7.0,16000.0,5333.333333333333,37960.0,292.0,3204.0,420.0,53960.0,3624.0,0.2965159377316531,6.174358974358974,8.333333333333334,15.0,4.985897435897436,0.5,0.8277264325323475,405.7142857142857,0.014242950818765057,1284.7619047619048,0
PRV53408,10.0,37.0,47.0,0.2127659574468085,46.0,1.0217391304347827,21.0,8.0,11.0,74000.0,7400.0,14780.0,399.4594594594595,9612.0,60.0,88780.0,9672.0,0.8335210633025456,5.616216216216216,5.8,25.0,5.7472972972972975,0.55,0.6026802218114603,1888.936170212766,0.43990899323308225,1930.0,0
PRV53409,3.0,31.0,34.0,0.08823529411764706,24.0,1.4166666666666667,8.0,5.0,6.0,24000.0,8000.0,4130.0,133.2258064516129,3204.0,70.0,28130.0,3274.0,0.8531816565943833,4.198924731182796,3.6666666666666665,5.0,5.602150537634409,0.8333333333333334,0.5240295748613678,827.3529411764706,0.1352479465481589,1172.0833333333333,0
PRV53413,2.0,28.0,30.0,0.06666666666666667,27.0,1.1111111111111112,21.0,5.0,10.0,29000.0,14500.0,5040.0,180.0,2136.0,0.0,34040.0,2136.0,0.8519388954171563,5.964285714285714,4.0,4.0,5.589285714285714,0.25,0.4920517560073937,1134.6666666666667,0.22344312400351535,1260.7407407407406,0
PRV53416,1.0,86.0,87.0,0.011494252873563218,59.0,1.4745762711864407,14.0,7.0,11.0,14000.0,14000.0,36840.0,428.3720930232558,1068.0,60.0,50840.0,1128.0,0.2753737214791503,5.348837209302326,2.0,2.0,5.895348837209302,0.5,0.7487985212569316,584.3678160919541,0.06551426904430598,861.6949152542373,0
PRV53417,7.0,164.0,171.0,0.04093567251461988,76.0,2.25,8.0,8.0,5.0,76000.0,10857.142857142857,39090.0,238.35365853658536,7476.0,570.0,115090.0,8046.0,0.6603527673994265,4.3636759581881535,7.857142857142857,33.0,5.4886759581881535,0.2857142857142857,0.8637707948243992,673.0409356725146,0.09096234008133185,1514.342105263158,1
PRV53419,5.0,14.0,19.0,0.2631578947368421,18.0,1.0555555555555556,8.0,3.0,4.0,43000.0,8600.0,3410.0,243.57142857142858,5340.0,0.0,46410.0,5340.0,0.9265244559362207,4.921428571428572,6.8,11.0,5.071428571428571,0.6,0.38068391866913126,2442.6315789473683,0.5988126177024106,2578.3333333333335,0
PRV53421,95.0,34.0,129.0,0.7364341085271318,111.0,1.162162162162162,24.0,6.0,11.0,984000.0,10357.894736842105,15910.0,467.94117647058823,99324.0,200.0,999910.0,99524.0,0.9840885679711174,4.651702786377709,5.673684210526316,35.0,5.361455108359133,0.3368421052631579,0.8201478743068392,7751.240310077519,2.1223166145911354,9008.198198198199,1
PRV53423,5.0,48.0,53.0,0.09433962264150944,44.0,1.2045454545454546,10.0,5.0,8.0,34000.0,6800.0,14240.0,296.6666666666667,4272.0,230.0,48240.0,4502.0,0.7048092868988391,5.422916666666667,2.2,5.0,5.56875,0.7,0.6304990757855823,910.188679245283,0.15902076244491384,1096.3636363636363,0
PRV53424,37.0,226.0,263.0,0.14068441064638784,141.0,1.8652482269503545,15.0,12.0,7.0,375000.0,10135.135135135135,77390.0,342.43362831858406,35244.0,550.0,452390.0,35794.0,0.8289307898052565,4.788208562544845,6.756756756756757,32.0,5.558658215737863,0.32432432432432434,0.9177449168207024,1720.1140684410645,0.39145917147392867,3208.4397163120566,0
PRV53429,1.0,28.0,29.0,0.034482758620689655,27.0,1.0740740740740742,14.0,1.0,6.0,16000.0,16000.0,6690.0,238.92857142857142,1068.0,70.0,22690.0,1138.0,0.7051564565888057,4.178571428571429,4.0,4.0,3.4107142857142856,0.5,0.48391866913123843,782.4137931034483,0.12235097576473325,840.3703703703703,0
PRV53431,1.0,41.0,42.0,0.023809523809523808,31.0,1.3548387096774193,1.0,1.0,1.0,21000.0,21000.0,9080.0,221.46341463414635,1068.0,80.0,30080.0,1148.0,0.6981382978723404,5.926829268292683,24.0,24.0,5.975609756097561,0.5,0.573290203327172,716.1904761904761,0.10334571598499,970.3225806451613,0
PRV53432,13.0,109.0,122.0,0.10655737704918032,110.0,1.1090909090909091,59.0,12.0,34.0,170000.0,13076.923076923076,21580.0,197.9816513761468,13884.0,240.0,191580.0,14124.0,0.8873577617705397,5.217713479181369,5.153846153846154,12.0,5.701834862385321,0.46153846153846156,0.8114602587800369,1570.327868852459,0.3484724144327046,1741.6363636363637,0
PRV53436,3.0,15.0,18.0,0.16666666666666666,18.0,1.0,11.0,2.0,6.0,14000.0,4666.666666666667,2420.0,161.33333333333334,3204.0,200.0,16420.0,3404.0,0.8526187576126675,6.166666666666666,4.333333333333333,7.0,5.9,0.5,0.36857670979667284,912.2222222222222,0.15960436372542344,912.2222222222222,0
PRV53437,1.0,8.0,9.0,0.1111111111111111,9.0,1.0,6.0,1.0,2.0,6000.0,6000.0,1740.0,217.5,1068.0,0.0,7740.0,1068.0,0.7751937984496124,4.5625,2.0,2.0,6.5625,0.5,0.2378003696857671,860.0,0.14461724218161567,860.0,0
PRV53438,8.0,53.0,61.0,0.13114754098360656,53.0,1.150943396226415,15.0,4.0,14.0,58000.0,7250.0,9830.0,185.47169811320754,8544.0,170.0,67830.0,8714.0,0.855078873654725,5.0790094339622645,3.625,7.0,4.935141509433962,0.3125,0.6654343807763401,1111.967213114754,0.2169286660795902,1279.811320754717,0
PRV53440,1.0,163.0,164.0,0.006097560975609756,99.0,1.6565656565656566,9.0,5.0,9.0,4000.0,4000.0,55590.0,341.04294478527606,1068.0,370.0,59590.0,1438.0,0.06712535660345696,4.726993865030675,3.0,3.0,5.8926380368098155,0.5,0.8595194085027726,363.3536585365854,0.002085983130132935,601.9191919191919,0
PRV53441,14.0,24.0,38.0,0.3684210526315789,37.0,1.027027027027027,14.0,8.0,7.0,184000.0,13142.857142857143,3610.0,150.41666666666666,13884.0,130.0,187610.0,14014.0,0.9807579553328714,4.9375,4.714285714285714,16.0,5.526785714285714,0.42857142857142855,0.5483364140480591,4937.105263157895,1.3146952190595131,5070.540540540541,0
PRV53442,8.0,38.0,46.0,0.17391304347826086,42.0,1.0952380952380953,12.0,3.0,9.0,82000.0,10250.0,10730.0,282.36842105263156,8544.0,120.0,92730.0,8664.0,0.8842877170279305,4.970394736842105,6.375,16.0,5.690789473684211,0.375,0.5973197781885398,2015.8695652173913,0.4763372825312149,2207.8571428571427,0
PRV53444,10.0,17.0,27.0,0.37037037037037035,26.0,1.0384615384615385,13.0,5.0,3.0,97000.0,9700.0,4300.0,252.94117647058823,10680.0,0.0,101300.0,10680.0,0.9575518262586377,5.420588235294118,4.6,10.0,5.629411764705882,0.35,0.466543438077634,3751.8518518518517,0.9745423841252406,3896.153846153846,0
PRV53448,10.0,54.0,64.0,0.15625,62.0,1.032258064516129,39.0,7.0,17.0,76200.0,7620.0,16230.0,300.55555555555554,10680.0,140.0,92430.0,10820.0,0.8244076598506979,5.3,6.1,17.0,5.488888888888889,0.25,0.6791127541589649,1444.21875,0.3122806820322392,1490.8064516129032,0
PRV53449,1.0,8.0,9.0,0.1111111111111111,9.0,1.0,8.0,1.0,2.0,9000.0,9000.0,980.0,122.5,1068.0,20.0,9980.0,1088.0,0.9018036072144289,5.6875,28.0,28.0,6.1875,0.5,0.2378003696857671,1108.888888888889,0.21604522570955065,1108.888888888889,0
PRV53451,5.0,0.0,5.0,1.0,5.0,1.0,1.0,1.0,0.0,25000.0,5000.0,0.0,0.0,5340.0,0.0,25000.0,5340.0,1.0,5.6,3.2,6.0,4.1,0.2,0.14972273567467653,5000.0,1.3327452181864619,5000.0,0
PRV53453,4.0,11.0,15.0,0.26666666666666666,15.0,1.0,11.0,4.0,6.0,38000.0,9500.0,4980.0,452.72727272727275,3204.0,10.0,42980.0,3214.0,0.8841321544904607,5.272727272727273,4.75,8.0,6.5227272727272725,0.75,0.3287430683918669,2865.3333333333335,0.7201227094638344,2865.3333333333335,0
PRV53456,5.0,24.0,29.0,0.1724137931034483,27.0,1.0740740740740742,18.0,6.0,7.0,62000.0,12400.0,7670.0,319.5833333333333,4272.0,160.0,69670.0,4432.0,0.8899095737046074,5.575,10.2,35.0,5.229166666666667,0.4,0.48391866913123843,2402.4137931034484,0.5872706185492383,2580.3703703703704,0
PRV53461,14.0,22.0,36.0,0.3888888888888889,34.0,1.0588235294117647,11.0,6.0,5.0,315000.0,22500.0,110080.0,5003.636363636364,14952.0,905.0,425080.0,15857.0,0.7410369812741131,5.071428571428571,5.571428571428571,19.0,5.0227272727272725,0.37987012987012986,0.5365064695009242,11807.777777777777,3.28649189263136,12502.35294117647,1
PRV53463,3.0,73.0,76.0,0.039473684210526314,43.0,1.7674418604651163,9.0,6.0,4.0,13000.0,4333.333333333333,25030.0,342.8767123287671,3204.0,150.0,38030.0,3354.0,0.3418353931107021,6.465753424657534,5.0,10.0,6.027397260273973,0.3333333333333333,0.7197781885397412,500.39473684210526,0.04141505052063027,884.4186046511628,0
PRV53465,3.0,20.0,23.0,0.13043478260869565,21.0,1.0952380952380953,11.0,2.0,7.0,28000.0,9333.333333333334,6750.0,337.5,3204.0,100.0,34750.0,3304.0,0.8057553956834532,4.95,7.333333333333333,10.0,6.275,0.5,0.42606284658040666,1510.8695652173913,0.3314086284533291,1654.7619047619048,0
PRV53471,1.0,30.0,31.0,0.03225806451612903,26.0,1.1923076923076923,17.0,4.0,11.0,19000.0,19000.0,6720.0,224.0,1068.0,0.0,25720.0,1068.0,0.7387247278382582,5.3,0.0,0.0,5.8,0.5,0.500554528650647,829.6774193548387,0.13591504257553372,989.2307692307693,0
PRV53483,2.0,16.0,18.0,0.1111111111111111,15.0,1.2,10.0,1.0,5.0,10000.0,5000.0,10080.0,630.0,2136.0,60.0,20080.0,2196.0,0.49800796812749004,6.0625,4.0,6.0,5.59375,0.5,0.36857670979667284,1115.5555555555557,0.21795847526833462,1338.6666666666667,0
PRV53489,5.0,15.0,20.0,0.25,15.0,1.3333333333333333,6.0,1.0,3.0,71000.0,14200.0,3870.0,258.0,4272.0,0.0,74870.0,4272.0,0.9483104047014825,4.6,6.2,15.0,5.666666666666667,0.2,0.3923290203327172,3743.5,0.9721455075946529,4991.333333333333,0
PRV53507,9.0,0.0,9.0,1.0,8.0,1.125,2.0,1.0,2.0,62000.0,6888.888888888889,0.0,0.0,9612.0,0.0,62000.0,9612.0,1.0,6.0,4.444444444444445,10.0,4.166666666666667,0.2222222222222222,0.2378003696857671,6888.888888888889,1.8748325931752539,7750.0,0
PRV53509,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15000.0,15000.0,0.0,0.0,1068.0,0.0,15000.0,1068.0,1.0,5.0,17.0,17.0,4.5,0.5,0.022273567467652494,15000.0,4.202619556362419,15000.0,0
PRV53510,2.0,14.0,16.0,0.125,12.0,1.3333333333333333,2.0,2.0,2.0,11000.0,5500.0,2880.0,205.71428571428572,2136.0,0.0,13880.0,2136.0,0.792507204610951,4.0,18.0,22.0,5.285714285714286,0.5,0.34362292051756005,867.5,0.14676964793524763,1156.6666666666667,0
PRV53511,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1068.0,0.0,0.0,1068.0,0.0,6.0,5.0,5.0,4.5,1.0,0.022273567467652494,0.0,-0.10219195090151663,0.0,0
PRV53513,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,18000.0,9000.0,0.0,0.0,2136.0,0.0,18000.0,2136.0,1.0,8.0,4.0,5.0,3.75,0.5,0.06293900184842884,9000.0,2.4806949534568443,9000.0,0
PRV53515,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14000.0,14000.0,0.0,0.0,1068.0,0.0,14000.0,1068.0,1.0,9.0,5.0,5.0,4.5,1.0,0.022273567467652494,14000.0,3.915632122544823,14000.0,0
PRV53516,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3000.0,3000.0,0.0,0.0,1068.0,0.0,3000.0,1068.0,1.0,7.0,8.0,8.0,4.5,0.0,0.022273567467652494,3000.0,0.7587703505512705,3000.0,0
PRV53517,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,17000.0,8500.0,0.0,0.0,2136.0,0.0,17000.0,2136.0,1.0,5.0,5.5,7.0,4.5,0.0,0.06293900184842884,8500.0,2.337201236548047,8500.0,0
PRV53519,9.0,0.0,9.0,1.0,9.0,1.0,8.0,4.0,1.0,61000.0,6777.777777777777,0.0,0.0,9612.0,0.0,61000.0,9612.0,1.0,5.111111111111111,4.555555555555555,15.0,3.9444444444444446,0.4444444444444444,0.2378003696857671,6777.777777777777,1.8429451005288542,6777.777777777777,0
PRV53590,7.0,12.0,19.0,0.3684210526315789,18.0,1.0555555555555556,2.0,2.0,2.0,96000.0,13714.285714285714,2820.0,235.0,7476.0,0.0,98820.0,7476.0,0.9714632665452337,5.148809523809524,4.285714285714286,9.0,4.666666666666667,0.2857142857142857,0.38068391866913126,5201.0526315789475,1.3904447969855787,5490.0,0
PRV53591,6.0,0.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,70000.0,11666.666666666666,0.0,0.0,6408.0,0.0,70000.0,6408.0,1.0,6.666666666666667,4.0,5.0,4.5,0.5833333333333334,0.17430683918669132,11666.666666666666,3.245994776970433,11666.666666666666,0
PRV53597,6.0,0.0,6.0,1.0,6.0,1.0,1.0,1.0,0.0,41000.0,6833.333333333333,0.0,0.0,6408.0,0.0,41000.0,6408.0,1.0,3.8333333333333335,5.833333333333333,19.0,3.75,0.5,0.17430683918669132,6833.333333333333,1.858888846852054,6833.333333333333,0
PRV53598,8.0,0.0,8.0,1.0,8.0,1.0,1.0,1.0,1.0,70000.0,8750.0,0.0,0.0,8544.0,0.0,70000.0,8544.0,1.0,5.125,3.375,7.0,3.6875,0.375,0.21829944547134936,8750.0,2.4089480950024456,8750.0,0
PRV53599,3.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,22000.0,7333.333333333333,0.0,0.0,3204.0,0.0,22000.0,3204.0,1.0,3.3333333333333335,8.0,11.0,4.5,0.3333333333333333,0.0955637707948244,7333.333333333333,2.0023825637608517,7333.333333333333,0
PRV53600,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4000.0,4000.0,0.0,0.0,1068.0,0.0,4000.0,1068.0,1.0,4.0,2.0,2.0,5.0,0.5,0.022273567467652494,4000.0,1.0457577843688661,4000.0,0
PRV53601,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,6000.0,3000.0,0.0,0.0,2136.0,0.0,6000.0,2136.0,1.0,2.5,6.0,11.0,2.75,0.75,0.06293900184842884,3000.0,0.7587703505512705,3000.0,0
PRV53602,4.0,0.0,4.0,1.0,4.0,1.0,2.0,3.0,0.0,21000.0,5250.0,0.0,0.0,4272.0,0.0,21000.0,4272.0,1.0,4.25,3.0,4.0,4.75,0.375,0.12319778188539741,5250.0,1.4044920766408608,5250.0,0
PRV53604,6.0,0.0,6.0,1.0,5.0,1.2,2.0,1.0,1.0,51000.0,8500.0,0.0,0.0,6408.0,0.0,51000.0,6408.0,1.0,4.666666666666667,6.333333333333333,16.0,3.5,0.16666666666666666,0.17430683918669132,8500.0,2.337201236548047,10200.0,0
PRV53609,2.0,181.0,183.0,0.01092896174863388,176.0,1.0397727272727273,43.0,20.0,24.0,8000.0,4000.0,52050.0,287.56906077348066,2136.0,300.0,60050.0,2436.0,0.13322231473771856,3.665745856353591,4.5,6.0,4.8259668508287294,0.25,0.8717190388170055,328.14207650273227,-0.008019298438420329,341.1931818181818,0
PRV53612,6.0,40.0,46.0,0.13043478260869565,46.0,1.0,13.0,5.0,6.0,27000.0,4500.0,4180.0,104.5,6408.0,30.0,31180.0,6438.0,0.8659397049390635,4.329166666666667,4.333333333333333,9.0,4.925,0.4166666666666667,0.5973197781885398,677.8260869565217,0.09233561836875803,677.8260869565217,0
PRV53613,15.0,120.0,135.0,0.1111111111111111,131.0,1.0305343511450382,36.0,14.0,24.0,137000.0,9133.333333333334,31350.0,261.25,16020.0,140.0,168350.0,16160.0,0.8137808137808138,4.270833333333333,6.533333333333333,20.0,4.733333333333333,0.4,0.8312384473197781,1247.037037037037,0.2556920082332407,1285.1145038167938,0
PRV53616,2.0,42.0,44.0,0.045454545454545456,41.0,1.0731707317073171,25.0,4.0,17.0,26000.0,13000.0,8970.0,213.57142857142858,2136.0,200.0,34970.0,2336.0,0.7434944237918215,5.0476190476190474,6.5,9.0,5.583333333333333,0.25,0.5850277264325323,794.7727272727273,0.12589783456669523,852.9268292682926,0
PRV53618,12.0,224.0,236.0,0.05084745762711865,203.0,1.1625615763546797,75.0,26.0,59.0,60000.0,5000.0,55660.0,248.48214285714286,12816.0,270.0,115660.0,13086.0,0.5187618882932734,4.673363095238095,5.5,15.0,5.513392857142858,0.20833333333333334,0.904898336414048,490.08474576271186,0.038456212638072855,569.7536945812808,0
PRV53620,6.0,122.0,128.0,0.046875,122.0,1.0491803278688525,39.0,16.0,40.0,38000.0,6333.333333333333,44850.0,367.62295081967216,6408.0,530.0,82850.0,6938.0,0.4586602293301147,4.564207650273223,4.166666666666667,6.0,5.76775956284153,0.3333333333333333,0.8186691312384473,647.265625,0.08356514981557558,679.0983606557377,0
PRV53626,1.0,12.0,13.0,0.07692307692307693,13.0,1.0,7.0,2.0,3.0,3000.0,3000.0,7560.0,630.0,1068.0,0.0,10560.0,1068.0,0.2840909090909091,5.708333333333334,4.0,4.0,4.916666666666667,0.0,0.3012014787430684,812.3076923076923,0.1309301491841611,812.3076923076923,0
PRV53628,4.0,198.0,202.0,0.019801980198019802,178.0,1.1348314606741574,40.0,22.0,23.0,19000.0,4750.0,63780.0,322.1212121212121,4272.0,390.0,82780.0,4662.0,0.22952403962309736,4.684343434343434,4.75,9.0,5.502525252525253,0.875,0.8846580406654344,409.8019801980198,0.015416067768882243,465.0561797752809,0
PRV53632,2.0,13.0,15.0,0.13333333333333333,12.0,1.25,7.0,1.0,5.0,7000.0,3500.0,7380.0,567.6923076923077,2136.0,0.0,14380.0,2136.0,0.48678720445062584,5.980769230769231,3.0,4.0,5.653846153846153,0.25,0.3287430683918669,958.6666666666666,0.17293333565161842,1198.3333333333333,0
PRV53635,5.0,49.0,54.0,0.09259259259259259,52.0,1.0384615384615385,10.0,4.0,5.0,82000.0,16400.0,8660.0,176.73469387755102,5340.0,200.0,90660.0,5540.0,0.9044782704610633,4.383673469387755,3.6,8.0,5.363265306122449,0.5,0.6353974121996303,1678.888888888889,0.3796280629855802,1743.4615384615386,0
